CNPJ_Fundo,Data_Referencia,Versao,Nome_Imovel,Endereco,Data_Alienacao,Area,Numero_Unidades,Outras_Caracteristicas_Relevantes,Percentual_Imovel_Total_Investido,Percentual_Imovel_PL
11.945.604/0001-27,2019-03-31,1,Empreendimento Elizabeta Lips,"Rua Elizabeta Lips, 304 - Taboão da Serra - Jardim Bom Tempo",2019-02-05,76.93,1.0,TORRE 2 /  unid 174,0.019015,0.0059
11.945.604/0001-27,2019-03-31,1,Empreendimento Elizabeta Lips,"Rua Elizabeta Lips, 304 - Taboão da Serra - Jardim Bom Tempo",2019-03-20,76.93,1.0,TORRE 1 /  unid 44,0.019015,0.0105
11.945.604/0001-27,2019-03-31,1,Empreendimento Ameixeiras,"Rua das Ameixeiras, quadra 20 - Vila Santa Catarina - São Paulo",2019-01-31,69.99,1.0,TORRE 1 /  unid 1,0.019365,0.0097
11.945.604/0001-27,2019-03-31,1,Empreendimento Ameixeiras,"Rua das Ameixeiras, quadra 20 - Vila Santa Catarina - São Paulo",2019-01-04,58.86,1.0,TORRE 1 /  unid 103,0.019365,0.011
11.945.604/0001-27,2019-03-31,1,Empreendimento Ameixeiras,"Rua das Ameixeiras, quadra 20 - Vila Santa Catarina - São Paulo",2019-02-28,58.86,1.0,TORRE 1 /  unid 18,0.019365,0.0036
11.945.604/0001-27,2019-06-30,2,Empreendimento Ameixeiras,"Rua das Ameixeiras, quadra 20 - Vila Santa Catarina - São Paulo",2019-04-23,58.02,1.0,TORRE 1 /  unid 105,0.015359,0.0039
11.945.604/0001-27,2019-06-30,2,Empreendimento Sapopemba,"Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente",2019-04-04,58.07,1.0,TORRE 3 /  unid 132,0.010478,0.0087
12.358.507/0001-09,2019-09-30,1,Gleba Santa Cruz  Mat 7187,Maracaju - MS,2019-09-23,33910.0,1.0,,0.0197,0.0491
12.358.507/0001-09,2019-09-30,1,Gleba Goiabinha  Mat 9535,Maracaju - MS,2019-09-23,3329480.0,1.0,,1.0,0.0112
12.358.507/0001-09,2019-09-30,1,T Rua da Guia  Recife  Mat 25809,Recife - PE,2019-09-04,637.51,1.0,,1.0,0.0014
12.358.507/0001-09,2019-12-31,1,F Torre   Mat 4182,Canguaretama - RN,2019-10-01,40000.0,1.0,,0.020633,0.003573
14.665.312/0001-29,2019-03-31,1,MHR - ILHA DE KARPATHOS 304,"Santa Catarina,Florianópolis, Rua VE-1000 N 156, Empreendimento Marine Home Resort",,397.2,1.0,Escritura,0.20077087457714,0.105847159617933
14.665.312/0001-29,2019-03-31,1,TLCH - BL2 APTO1305,"Pará,Belém,Rodovia Augusto Montenegro 3975 , Distrito de Icoaraci, Condominio Total life",,73.57,1.0,Escritura,0.0286650624141434,0.012364920990976
14.665.312/0001-29,2019-03-31,1,TLCH - BL4 APTO1204,"Pará,Belém,Rodovia Augusto Montenegro 3975 , Distrito de Icoaraci, Condominio Total life",,73.57,1.0,Escritura,0.0214076590005768,0.0092343776657288
14.665.312/0001-29,2019-03-31,1,TLCH - BL4 APTO1304,"Pará,Belém,Rodovia Augusto Montenegro 3975 , Distrito de Icoaraci, Condominio Total life",,73.57,1.0,Escritura,0.0260939909226986,0.0112558672099461
14.665.312/0001-29,2019-06-30,1,MHR - ILHA DE KARPATHOS 304,"Santa Catarina,Florianópolis, Rua VE-1000 N 156, Empreendimento Marine Home Resort",,397.2,1.0,Escritura,0.20077087457714,0.105847159617933
14.665.312/0001-29,2019-06-30,1,TLCH - BL2 APTO1305,"Pará,Belém,Rodovia Augusto Montenegro 3975 , Distrito de Icoaraci, Condominio Total life",,73.57,1.0,Escritura,0.0286650624141434,0.012364920990976
14.665.312/0001-29,2019-06-30,1,TLCH - BL4 APTO1204,"Pará,Belém,Rodovia Augusto Montenegro 3975 , Distrito de Icoaraci, Condominio Total life",,73.57,1.0,Escritura,0.0214076590005768,0.0092343776657288
14.665.312/0001-29,2019-06-30,1,TLCH - BL4 APTO1304,"Pará,Belém,Rodovia Augusto Montenegro 3975 , Distrito de Icoaraci, Condominio Total life",,73.57,1.0,Escritura,0.0260939909226986,0.0112558672099461
14.665.312/0001-29,2019-09-30,1,HAPPY DAYS - 03 - 103,"Espírito Santo,Serra, Loteamento Portal de Manguinhos quadra 41, Empreendimento Happy Days Manguinhos",,124.72,1.0,Escritura,0.0510798483068644,0.0163870415777484
14.665.312/0001-29,2019-09-30,1,TLCH - BL1 APTO905,"Pará,Belém,Rodovia Augusto Montenegro 3975 , Distrito de Icoaraci, Condominio Total life",,73.57,1.0,Escritura,0.0281311232852451,0.0092985921200786
14.665.312/0001-29,2019-09-30,1,TLCH - BL4 APTO1202,"Pará,Belém,Rodovia Augusto Montenegro 3975 , Distrito de Icoaraci, Condominio Total life",,73.57,1.0,Escritura,0.0331224430672256,0.0113775067623321
14.665.312/0001-29,2019-09-30,1,TLCH - BL2 APTO1301,"Pará,Belém,Rodovia Augusto Montenegro 3975 , Distrito de Icoaraci, Condominio Total life",,73.57,1.0,Escritura,0.0350894012631452,0.0124492622251053
14.665.312/0001-29,2019-12-31,1,TLCH - BL2 APTO1401,"Pará,Belém,Rodovia Augusto Montenegro 3975 , Distrito de Icoaraci, Condominio Total life",,73.57,1.0,PCV,0.0407830833993144,0.0126329763830198
14.665.312/0001-29,2019-12-31,1,TLCH - BL1 APTO1204,"Pará,Belém,Rodovia Augusto Montenegro 3975 , Distrito de Icoaraci, Condominio Total life",,73.57,1.0,PCV,0.0304543649696609,0.0094335504173296
14.665.312/0001-29,2019-12-31,1,TLCH - BL2 APTO1201,"Pará,Belém,Rodovia Augusto Montenegro 3975 , Distrito de Icoaraci, Condominio Total life",,73.57,1.0,PCV,0.0407830833993144,0.0126329763830198
14.665.312/0001-29,2019-12-31,1,TLCH - BL4 APTO1202,"Pará,Belém,Rodovia Augusto Montenegro 3975 , Distrito de Icoaraci, Condominio Total life",,73.57,1.0,PCV,0.0407830833993144,0.0126329763830198
14.665.312/0001-29,2019-12-31,1,TLCH - BL1 APTO905,"Pará,Belém,Rodovia Augusto Montenegro 3975 , Distrito de Icoaraci, Condominio Total life",,73.57,1.0,PCV,0.0407830833993144,0.0126329763830198
14.665.312/0001-29,2019-12-31,1,HAPPY CLUBE APTO 103,"Espírito Santo,Serra, Loteamento Portal de Manguinhos, Empreendimento Condomínio Happy Days Manguinhos",1899-12-31,93.3,1.0,PCV,0.0539351027679644,0.0167069486338764
15.538.445/0001-05,2019-12-31,1,Edificio Comercial Belenzinho,"Rua Padre Adelino, n°. 550 - Blocos: A, B, C, D, E e F, São Paulo/SP - Brasil",2019-11-27,11911.45,6.0,"Edifícios comerciais designados como Blocos A, B, C, D, E e F, atualmente ocupados pela empresa Atento Brasil S/A, compostos por pavimentos destinados a serviços de operação de Call Center, áreas administrativas e técnicas prediais Locação firmado. Proprietário: Belenzinho Invest Imobiliários e Participações S/A.",1.0,0.316
15.576.907/0001-70,2019-06-30,2,Benedito Coutinho,"Rua Antônio Benedito Coutinho, nº 149 - Osasco - SP",2019-05-31,1206.1,1.0,Agência Bancária,0.0,0.01834
15.576.907/0001-70,2019-12-31,1,Carapicuiba,Av. Rui Barbosa nº 281 - Carapicuíba - SP,2019-10-04,1949.2,1.0,Agência Bancária,0.014496,0.011252
16.929.519/0001-99,2019-09-30,1,Citlog Sul de Minas,"Rua Projetada PS, 333, Bairro Aeroporto, Varginha - MG",,56591.78,12.0,"Galpões Log 3 e Log 4, com 28.295,89m2 de área construída cada.",0.89,0.91
17.035.124/0001-05,2019-12-31,1,Ambev Santa Luzia/BH,"AV Beira Rio, 5777, Santa Luzia, MG, Brasil",2019-10-07,13939.0,1.0,Centro de Distribuição,0.361,2.1171
17.209.378/0001-00,2019-09-30,1,Edifício Helbor Trend Higienópolis,"Rua Santa isabel, n. 272 - São Paulo",2019-07-31,,13.0,"HISTÓRICO: Unidades residenciais a receber por permuta realizada com terreno anteriormente possuído pelo Fundo. A incorporadora é a HESA 169 - Investimentos Imobiliários SPE Ltda. (do grupo Helbor Empreendimentos Imobiliários S.A.) que tem a obrigação de entregá-las prontas e desimpedidas. O Fundo possui carta fiança do Banco Bradesco que assegura o cumprimento das obrigações da incorporadora. - Memorial de incorporação registrado no 5o Oficial de Registro de Imóveis de São Paulo, sob o R. 04 da matrícula 90.443 na data de 09/12/2014.",,
17.209.378/0001-00,2019-09-30,1,Condomínio Urban Resort,Rua Vitória e Praça Júlio de Mesquita - São Paulo,2019-07-19,,76.0,"HISTÓRICO: Unidades residenciais a receber por permuta realizada com terreno anteriormente possuído pelo Fundo. A incorporadora é a HESA 160 - Investimentos Imobiliários SPE Ltda. (do grupo Helbor Empreendimentos Imobiliários S.A.) que tem a obrigação de entregá-las prontas e desimpedidas. O Fundo possui carta fiança do Banco Bradesco que assegura o cumprimento das obrigações da incorporadora. - Memorial de incorporação registrado no 5o Oficial de Registro de Imóveis de São Paulo, sob o R. 42 da matrícula 6.929 na data de 15/12/2014.",,
17.209.378/0001-00,2019-09-30,1,Edifício Residencial Helbor Nun Vila Nova,"Rua Dr. Guilherme Bannitz, n 60",2019-07-19,,53.0,"HISTÓRICO: Unidades residenciais a receber por permuta realizada com terreno anteriormente possuído pelo Fundo. A incorporadora é a HESA 167 - Investimentos Imobiliários SPE Ltda. (do grupo Helbor Empreendimentos Imobiliários S.A.) que tem a obrigação de entregá-las prontas e desimpedidas. O Fundo possui carta fiança do Banco Bradesco que assegura o cumprimento das obrigações da icorporadora. - Memorial de incorporação registrado no 4o Oficial de Registro de Imóveis de São Paulo, sob o R. 02 da matrícula 189.070 na data de 12/12/2014.",,
17.282.011/0001-04,2019-06-28,1,Galpão São José,"Av. Osvaldo José do Amaral S/N, Galpão, São José, SC, 88113-848",2019-06-10,47912.9,1.0,Direito de Propriedade,0.39,0.61
17.282.011/0001-04,2019-09-30,1,Galpão Campinas,"Rua Maria Luiza Pompeo de Camargo 333, , Campinas, SP, 13082-325",2019-07-03,31641.54,1.0,Direito de Propriedade,0.22,0.2
17.282.011/0001-04,2019-12-31,2,Galpão Cotia,"Estrada da Capuavam 100, Galpão, Cotia, SP, 06715-725",2019-12-30,7538.31,1.0,Não possui caracteristicas que destoem dos demais,0.1662,0.1768
19.722.048/0001-31,2019-03-31,1,GUA 538 - 91,"Rua Guarará, nº 538 apto 91",2019-02-12,122.67,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-03-31,1,CAC 96 64,"Rua Caconde, 96 - 64",2019-03-19,121.05,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-06-30,1,GUA 538 - 91,"Rua Guarará, nº 538 apto 91",2019-02-12,122.67,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-06-30,1,CAC 96 64,"Rua Caconde, 96 - 64",2019-03-19,121.05,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-09-30,1,IN 532 31,"Rua Inhambu, 532 - apto 31",,113.0,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-09-30,1,CON 3630 81,"Rua da Consolação, 3630 - apto 81",,138.0,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-09-30,1,HNO 131 62,"Rua Hans Nobiling, 131 - apto 62",,99.0,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-09-30,1,ITA 323 122,"Rua Itacema, 323 - apto 122",,83.0,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-09-30,1,ITA 198 51,"Rua Itacema, 198 - apto 51",,105.0,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-09-30,1,CAC 426 91,"Rua Caconde, 426 - apto 91",,179.0,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-09-30,1,BPA 49 92,"Rua Bandeira Paulista, 49 - apto 92",,116.0,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-09-30,1,FC 377 12,"Al. Fernão Cardim, 377 - apto 12",,142.0,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-09-30,1,TIE 471 - 103,"Al. Tietê, 471 - apto 103",,109.0,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-09-30,1,MRA 495 51,"Al. Ministro Rocha Azevedo, 495 - apto 51",,139.0,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-09-30,1,JAU 1863 72,"Al. Jaú, 1863 - apto 72",,114.0,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-09-30,1,LO 1706 - 72,"Al. Lorena, 1706 - apto 72",,115.0,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-09-30,1,CAM 911 - 111,"Al. Campinas, 911 - apto 111",,126.0,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-09-30,1,"Alameda Jaú, 88 - Apt 73","Al. Jaú, 88 - apto 73",,132.0,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-09-30,1,MLO 272 - A154,"Rua Marcos Lopes, 272 - apto A 154",,76.0,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-09-30,1,JEL 1516 - 24,"Al. Joaquim Eugênio de Lima, 1516 - apto 24",,98.0,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-09-30,1,FR 850 - 72,"Al. Franca, 850 - apto 72",,99.0,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-09-30,1,GUA 77 - 113,"Rua Guarará, 77 - apto 113",,122.0,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-09-30,1,TAB 133 - 33,"Rua Tabapuã, 133 - apto 33",,48.0,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-09-30,1,JAU 88 133 (permuta),"Al. Jaú, 88 - apto 133",,132.0,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-09-30,1,CLD 506 - 104,"Rua Clodomiro Amazonas, 506 - apto 104",,70.0,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-09-30,1,MAT 129 - 162,"Rua da Mata, 129 - apto 162",,139.0,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-09-30,1,CON 3268 - 112,"Rua da Consolação, 3268 - apto 112",,123.0,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-09-30,1,BPA 147 - 153,"Rua Bandeira Paulista, 147 - apto 153",,100.0,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-09-30,1,AF 109 -71,Rua Antônio Felício 109 - apto 71,,110.0,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-09-30,1,URI 111 - 32,"Rua Urimonduba, 111 - apto 32",,142.0,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-09-30,1,MG 475 - 23,"Rua Manuel Guedes, 475 - apto 23",,130.0,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-09-30,1,CON 2801 - 43,"Rua da Consolação, 2801 - apto 43",,100.0,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-09-30,1,CIN 63 - 41,"Rua Cinderela, 63 - apto 41",,207.0,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-09-30,1,BC 2316 - 93,"Rua Bela Cintra, 2316 - apto 93",,102.0,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-09-30,1,JEL 1095 - 104,"Al. Joaquim Eugênio de Lima, 1095 - apto 104",,105.0,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-09-30,1,JAU 731 - 191,"Al. Jaú, 731- apto191",,141.0,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-09-30,1,RMG 69 - 101,"Rua Romilda Margarida Gabriel, 69 - apto 101",,84.0,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-09-30,1,JEL 1601 - 23,"Al. Joaquim Eugênio de Lima, 1601 - apto 23",,103.0,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-09-30,1,PG 1769 63,"Rua Peixoto Gomide, 1769 - apto 63",,109.0,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-09-30,1,JLO 713 - 61,"Rua João Lourenço, 713 - apto 61",,161.0,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-09-30,1,BPA 147 - 92,"Rua Bandeira Paulista, 147 - apto 92",,100.0,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-09-30,1,JEL 1601 74,"Al. Joaquim Eugênio de Lima, 1601 - apto 74",,103.0,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-09-30,1,HL 1141 - 92,"Rua Hadock Lobo, 1141 - apto 92",,106.0,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-09-30,1,AF 109 - 12,Rua Antônio Felício 109 - apto 12,,110.0,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-09-30,1,FR 162 - 121,"Al. Franca, 162 - apto 121",,113.0,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-09-30,1,ITU 1267 - 42,"Al. Itu, 1267 - apto 42",,136.0,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-09-30,1,MRA 976 - 62,"Al. Ministro Rocha Azevedo, 976 - apto 62",,127.0,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-09-30,1,BB 435 - 131,"Rua Bueno Brandão, 435 - apto 131",,102.0,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-12-31,1,BAT 263 112,Rua Batataes 263 - 112,2019-12-24,167.27,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-12-31,1,BPA 49 84,Rua Bandeira Paulista 49 - 84,2019-12-30,91.06,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-12-31,1,BPA 97 53,Rua Bandeira Paulista 97 - 53,2019-12-28,91.06,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-12-31,1,CAC 50 72,Rua Caconde 50 - 72,2019-12-19,179.11,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-12-31,1,CPF 65 121,Rua Capitão Pinto Ferreira 65 - 121,2019-12-18,134.6,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-12-31,1,DMA 265 72,Rua Doutor Melo Alves 265 - 72,2019-12-23,100.55,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-12-31,1,FR 699 62,Alameda Franca 699 - 62,2019-12-13,156.15,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-12-31,1,GUA 153 75,Alameda dos Guaramomis 153 - 75,2019-12-18,122.33,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-12-31,1,HL 997 42,Rua Haddock Lobo 997 - 42,2019-12-09,137.0,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-12-31,1,ITA 199 31,Rua Itacema 199 - 31,2019-12-11,105.95,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-12-31,1,ITA 300 111,Rua Itacema 300 - 111,2019-11-30,105.95,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-12-31,1,ITA 366 122,Rua Itacema 366 - 111,2019-12-11,83.0,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-12-31,1,ITA 97 62,Rua Itacema 97 62,2019-11-27,206.0,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-12-31,1,ITU 1209 102,Alameda Itu 1209 102,2019-11-27,172.66,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-12-31,1,JAU 88 122,Alameda Jaú 88 - 122,2019-11-28,132.4,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-12-31,1,JEL 1095 91,Alameda Joaquim Eugênio de Lima 1095 - 91,2019-11-30,105.47,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-12-31,1,JEL 1601 93,Alameda Joaquim Eugênio de Lima 1601 93,2019-11-22,105.47,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-12-31,1,JES 294 21,Rua Jesuãno Arruda 294 21,2019-11-26,53.35,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-12-31,1,JL 763 142,Rua João Lourenço 763 142,2019-11-28,161.45,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-12-31,1,JML 284 21,Rua José Maria Lisboa 284 - 21,2019-11-08,198.75,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-12-31,1,LO 174 92,Alameda Lorena 174 - 92,2019-11-13,155.6,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-12-31,1,MRA 495 142,Alameda Ministro Rocha Azevedo 495 - 142,2019-11-04,139.55,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-12-31,1,MRA 976 114,Alameda Ministro Rocha Azevedo 976 - 114,2019-11-01,127.96,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-12-31,1,MRA 976 94,Alameda Ministro Rocha Azevedo 976 - 94,2019-10-31,127.96,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-12-31,1,OBR 54 102,Rua Ouro Branco 54 - 102,2019-10-31,194.28,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-12-31,1,PED 104 31,Rua Pedroso Alvarenga 104 - 31,2019-10-29,186.0,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-12-31,1,PED 401 62,Rua Pedroso Alvarenga 401 - 62,2019-10-30,186.0,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-12-31,1,PJM 494 31,Rua Padre João Manuel 758 - 73,2019-10-31,105.95,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-12-31,1,PJM 758 31,Rua Padre João Manuel 758 - 73,2019-10-31,154.29,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-12-31,1,TAB 222 101,Rua Tabapuã 222 -101,2019-10-31,165.95,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-12-31,1,URU 333 142,Rua Urussui 333 - 142,2019-10-28,142.02,1.0,Apartamento residencial pronto para venda,,
19.722.048/0001-31,2019-12-31,1,URU 333 162,Rua Urussui 333 - 162,2019-10-29,142.02,1.0,Apartamento residencial pronto para venda,,
20.003.001/0001-05,2019-12-31,1,Tech Town,"Rodovia SP 101 Km 9.5, N/A, Hortolândia, SP, 13187-057",2019-12-17,20556.0,1.0,Não possui caracteristicas que destoem dos demais,0.189466,0.510376
21.126.204/0001-43,2019-12-31,1,Av. João de Barros,"Av. João de Barros, 1812 - Encruzilhada - Recife",2019-11-01,1625.0,1.0,Loja,3.63646045755969e-05,3.60525476346243e-05
23.964.908/0001-10,2019-03-31,1,Torre 3-1605,"Av. Tancredo Neves, 199-2506 CEP: 42820020 Salvador BA",2019-01-05,71.95,1.0,"Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas",0.001,0.001
23.964.908/0001-10,2019-03-31,1,Torre3 -1806,"Av. Tancredo Neves, 199-2312 CEP: 42820020 Salvador BA",2019-01-07,51.03,1.0,"Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas",0.001,0.001
23.964.908/0001-10,2019-03-31,1,Torre 3 - 2309,"Av. Tancredo Neves, 199-2111 CEP: 42820020 Salvador BA",2019-01-26,52.25,1.0,"Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas",0.001,0.001
23.964.908/0001-10,2019-03-31,1,Torre - 2212,"Av. Tancredo Neves, 199-1812 CEP: 42820020 Salvador BA",2019-01-26,70.85,1.0,"Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas",0.001,0.001
